Desplazamiento de plano|<p >Tú y hasta ocho criaturas voluntarias os cogéis de la mano formando un círculo y sois transportadas a otro plano de existencia. Puedes especificar el destino en términos generales, como la Ciudad de Oropel en el Plano Elemental de Fuego o el Palacio de Dispater en el segundo nivel de los Nueve Infiernos, y apareceréis en ese lugar o cerca de él. Si pretendes llegar a la Ciudad de Oropel, por ejemplo, puedes llegar a la calle del Acero, enfrente de la Puerta de las Cenizas, o de cara a la ciudad al otro lado del Mar de Fuego, a discreción del director de juego.</p> <p >De forma alternativa, si conoces la secuencia de símbolos de un círculo de teletransporte en otro plano de existencia, este conjuro puede llevarte a ese círculo. Si el círculo es demasiado pequeño como para contener a todas las criaturas que transportas, estas aparecen en los espacios sin ocupar que estén más cerca del círculo.</p> <p >Puedes usar este conjuro para expulsar a una criatura involuntaria a otro plano. Elige una criatura dentro del alcance y haz un ataque de conjuro cuerpo a cuerpo contra él. Si impactas, la criatura debe hacer una tirada de salvación de Carisma. Si falla, es transportada a una localización aleatoria en el plano de existencia que especifiques. Una criatura transportada de este modo, debe encontrar su propio camino de vuelta a tu plano de existencia actual.</p>||1|1|1|1|una barra de metal en forma de horquilla de un valor de al menos 250 po, sintonizado con un plano de existencia en particular.|0|0|1 acción|1|7|Instantáneo|2, 3, 4, 6, 7
Destierro|<p >Intentas enviar a una criatura que puedas ver dentro del alcance a otro plano de existencia. El objetivo debe superar una tirada de salvación de Carisma para no quedar desterrado.</p> <p >Si el objetivo es nativo del plano de existencia en el que te encuentras, lo destierras a un semiplano inofensivo. Mientras esté allí, está incapacitado. El objetivo permanece allí hasta que el conjuro termina, momento en el cual reaparece en el espacio que dejó o, si está ocupado, en el espacio sin ocupar más cercano.</p> <p >Si un objetivo es nativo de un plano de existencia diferente al plano en que te encuentras, se desvanece con un leve pop y vuelve a su plano natal. Si el conjuro termina antes de que pase 1 minuto, el objetivo reaparece en el espacio que dejó o, si está ocupado, en el espacio sin ocupar más cercano. Si no, el objetivo no regresa.</p>|<p >Cuando lanzas este conjuro usando un espacio de conjuro de nivel 5 o superior, puedes elegir como objetivo a una criatura adicional por cada nivel por encima de 4.</p>|60|1|1|1|un objeto que no le guste al objetivo|0|1|1 acción|3|4|Hasta 1 minuto|2, 3, 6, 7, 8
Detectar el mal y el bien|<p >Mientras dura el conjuro, sabes si hay alguna aberración, celestial, elemental, fata, infernal o no muerto a 30 pies o menos de ti, así como dónde se encuentra. Del mismo modo, sabes si hay algún lugar u objeto a 30 pies o menos de ti que haya sido consagrado o profanado.</p> <p >El conjuro puede penetrar la mayoría de las barreras, pero no a partir de 1 pie de piedra, 1 pulgada de metal común, una lámina de plomo o 3 pies de madera o tierra.</p>||0|1|1|0||0|1|1 acción|8|1|Hasta 10 minutos|3, 8
Detectar magia|<p >Mientras dura el conjuro, sientes la presencia de la magia hasta a 30 pies de ti. Si sientes alguna magia, puedes usar tu acción para ver una débil aura alrededor de cualquier criatura u objeto visible dentro del área que la tenga, y puedes averiguar de qué escuela es, si la tiene.</p> <p >El conjuro puede penetrar la mayoría de las barreras, pero no a partir de 1 pie de piedra, 1 pulgada de metal común, una lámina de plomo o 3 pies de madera o tierra.</p>||0|1|1|0||1|1|1 acción|8|1|Hasta 10 minutos|1, 2, 3, 4, 5, 6, 7, 8
Detectar pensamientos|<p >Mientras dura el conjuro, puedes leer el pensamiento de ciertas criaturas. Cuando lanzas este conjuro, y como acción en cada uno de tus turnos hasta que termine, puedes concentrarte en cualquier criatura que puedas ver a 30 pies de ti o menos. Si la criatura que eliges tiene Inteligencia 3 o menos o no habla ningún idioma, no queda afectada.</p> <p >En un principio lees los pensamientos superficiales de la criatura: lo que ocupa la mayor parte de su mente en ese momento. Como acción, puedes desviar tu atención a los pensamientos de otra criatura o intentar profundizar más en la mente de la misma. Si haces esto último, el objetivo debe realizar una tirada de salvación de Sabiduría. Si falla, consigues ver su razonamiento (si tiene), su estado emocional y algo que ocupe su mente (como algo que le preocupa, que ama o que odia). Si tiene éxito, el conjuro termina. En cualquier caso, el objetivo sabe que estás ahondando en sus pensamientos y, a menos que desvíes tu atención hacia los pensamientos de otra criatura, la primera puede usar la acción de su turno para hacer una prueba de Inteligencia enfrentada a tu prueba de Inteligencia; si tiene éxito, el conjuro termina.</p> <p >Hacer una pregunta directamente a la criatura objetivo afecta de manera natural al curso de sus pensamientos, por ello este conjuro es particularmente efectivo como parte de un interrogatorio.</p> <p >También puedes usar este conjuro para detectar la presencia de criaturas pensantes que no puedas ver. Cuando lanzas el conjuro o como acción mientras dure este, puedes buscar pensamientos a 30 pies de ti o menos. El conjuro puede traspasar barreras, pero no a partir de 1 pie de piedra, 1 pulgada de metal común, una lámina de plomo o 3 pies de madera o tierra. No puedes detectar a una criatura cuya Inteligencia sea 3 o inferior, ni a una que no hable ningún idioma.</p> <p >Una vez detectas la presencia de una criatura de este modo, puedes leer sus pensamientos durante lo que quede de la duración del conjuro, como se describe antes, incluso si no puedes verla, pero aun así tiene que estar dentro del alcance.</p>||0|1|1|1|una pieza o moneda de cobre|0|1|1 acción|8|2|Hasta 1 minutos|1, 6, 7
Detectar veneno y enfermedad|<p >Mientras dura el conjuro, puedes sentir la presencia y la localización de veneno, criaturas venenosas y enfermedades a 30 pies de ti o menos. También puedes identificar el tipo de veneno, criatura venenosa o enfermedad en cada caso.</p> <p >El conjuro puede penetrar la mayoría de las barreras, pero no a partir de 1 pie de piedra, 1 pulgada de metal común, una lámina de plomo o 3 pies de madera o tierra.</p>||0|1|1|1|una hoja de tejo|1|1|1 acción|8|1|Hasta 10 minutos|3, 4, 5, 8
Detener el tiempo|<p >Detienes brevemente el flujo del tiempo para todo el mundo menos para ti. El tiempo no pasa para otras criaturas, mientras tú haces 1d4+1 turnos seguidos, durante los cuales puedes usar acciones y moverte con normalidad.</p> <p >Este conjuro termina si una de las acciones que usas durante este periodo, o si cualquiera de los efectos que creas, afecta a una criatura que no seas tú o a un objeto que lleva puesto o transporte otra persona. Además, el conjuro termina si te mueves a un lugar que se encuentre a más de 1000 pies del lugar donde lo lanzaste.</p>||0|1|0|0||0|0|1 acción|7|9|Instantáneo|6, 7
Disco flotante|<p >Este conjuro crea un plano de fuerza circular y horizontal, de 3 pies de diámetro y 1 pulgada de ancho, que flota 3 pies en un espacio sin ocupar de tu elección que puedas ver dentro del alcance. El disco permanece ahí mientras dura el conjuro y puede aguantar hasta 500 libras. Si se coloca más peso sobre él, el conjuro termina, y todo lo que haya encima del disco cae al suelo.</p> <p >El disco permanece inmóvil mientras estés a 20 pies o menos de él. Si te alejas más, el disco te sigue para permanecer a 20 pies de ti. Puede moverse por terreno desigual, subir o bajar escaleras o pendientes y similares, pero no puede salvar un desnivel de 10 pies o más. Por ejemplo, el disco no puede bajar a un hoyo de 10 pies de profundidad ni tampoco salir de él si se creó en el fondo del mismo.</p> <p >Si te alejas más de 100 pies del disco (normalmente porque este no es capaz de rodear un obstáculo para seguirte), el conjuro termina.</p>||30|1|1|1|una gota de mercurio|1|0|1 acción|1|1|1 hora|7
Disfrazarse|<p >Haces que tu apariencia (así como la de tu ropa, armadura, armas y otras pertenencias que lleves) sea diferente hasta que termine el conjuro o hasta que uses tu acción para disiparlo. Puedes parecer 1 pie más alto o más bajo y delgado, gordo o normal. No puedes cambiar tu tipo de cuerpo, así que debes adoptar una forma que tenga la misma disposición básica de miembros. Si no, el alcance de la ilusión depende de ti.</p> <p >Los cambios que provoca este conjuro no aguantan una inspección física. Por ejemplo, si usas este conjuro para añadir un sombrero a tu atuendo, los objetos traspasan el sombrero y cualquiera que lo toque no sentirá nada o sentirá tu cabeza y tu pelo. Si usas este conjuro para parecer más delgado de lo que eres, la mano de alguien que estirara el brazo para tocarte se chocará contra ti aunque aparentemente todavía esté en el aire.</p> <p >Para distinguir si estás disfrazado, una criatura puede usar su acción para inspeccionar tu apariencia y hacer una prueba de Inteligencias (Investigar) enfrentada a la CD&nbsp;de la salvación de tu conjuro.</p>||0|1|1|0||0|0|1 acción|4|1|1 hora|1, 6, 7
Disipar el mal y el bien|"<p >Una energía titilante te rodea y te protege de fatas, no muertos y criaturas originarias de más allá del Plano Material. Mientras dura el conjuro, celestiales, elementales, fatas, infernales y no muertos tienen desventaja en las tiradas de ataque que hagan contra ti.</p> <p >Puedes terminar el conjuro antes usando cualquiera de las siguientes funciones especiales.</p> <p ><b>Romper encantamiento.</b> Como acción, tocas a una criatura que puedas alcanzar y que esté encantada, asustada o poseída por un celestial, un elemental, una fata, un infernal o un no muerto. La criatura deja de estar encantada, asustada o poseída por tal ser.</p> <p ><b>Desconvocar.</b> Como acción, haces un ataque de conjuro cuerpo a cuerpo contra un celestial, un elemental, una fata, un infernal o un no muerto que puedas alcanzar. <span lang=""pt-BR"">Si impactas, intentas devolver a la criatura a su plano natal. </span>La criatura debe superar una tirada de salvación de Carisma para no volver a su plano natal (si no está ya ahí). Si no están en su plano natal, los no muertos son enviados al Páramo Sombrío y las fatas, a las Tierras Salvajes de las Hadas.</p>"||0|1|1|1|agua bendita o plata y hierro en polvo|0|1|1 acción|3|5|Hasta 1 minuto|3, 8
Disipar la agonía|<p >Tocas a una criatura viva que tenga 0 puntos de golpe. La criatura se estabiliza. Este conjuro no tiene efecto sobre no muertos ni constructos.</p>||1|1|1|0||0|0|1 acción|6|0|Instantáneo|3
Disipar magia|<p >Elige una criatura, objeto o efecto mágico dentro del alcance. Cualquier conjuro de nivel 3 o inferior que se haya lanzado sobre el objetivo termina. Por cada conjuro de nivel 4 o superior que haya sobre él, haz una prueba de característica usando tu característica para lanzar conjuros. La CD&nbsp;es 10&nbsp;+&nbsp;el nivel del conjuro. Si superas la prueba, el conjuro termina.</p>|<p ><b>En niveles superiores.</b> Cuando lanzas este conjuro usando un espacio de conjuro de nivel 4 o superior, anulas automáticamente el efecto de un conjuro sobre el objetivo si el nivel del conjuro es igual o menor que el nivel del espacio que usas.</p>|120|1|1|0||0|0|1 acción|3|3|Instantáneo|1, 2, 3, 4, 6, 7, 8
Doble engañoso|<p >Te vuelves invisible al mismo tiempo que un doble ilusorio tuyo aparece donde estabas. El doble permanece ahí mientras dura el conjuro, pero la invisibilidad termina si atacas o lanzas un conjuro.</p> <p >Puedes usar tu acción para mover a tu doble ilusorio hasta dos veces tu velocidad y hacerle gesticular, hablar y comportarse como decidas.</p> <p >Puedes ver a través de sus ojos y escuchar a través de sus oídos si estás donde está él. En cada uno de tus turnos, como acción adicional, puedes cambiar para usar tus propios sentidos o los suyos de nuevo. Mientras uses sus sentidos, estás cegado y ensordecido respecto a lo que te rodea.</p>||0|0|1|0||0|1|1 acción|4|5|Hasta 1 hora|1, 7
Dominar bestia|<p >Intentas embaucar a una bestia que puedas ver dentro del alcance. La criatura debe superar una tirada de salvación de Sabiduría para no quedar hechizada por ti mientras dura el conjuro. Si tú o las criaturas que son amistosas hacia ti estáis luchando contra dicha bestia, esta tiene ventaja en la tirada de salvación.</p> <p >Mientras la bestia está hechizada, tienes un vínculo telepático con ella, siempre y cuando los dos estéis en el mismo plano de existencia. Puedes usar este vínculo telepático para darle órdenes mientras estés consciente (no se requiere acción) y la bestia da lo mejor de sí para obedecerlas. Puedes especificar un curso de acción simple o general, como «ataca a esa criatura», «corre por ahí» o «atrapa ese objeto». Si la criatura cumple la orden y no recibe más por tu parte, se defiende y se protege lo mejor que puede.</p> <p >Puedes usar tu acción para controlar al objetivo de manera total y precisa. Hasta el final de tu siguiente turno, la criatura solo realiza las acciones que elijas y no hace nada que no le permitas hacer. Durante este tiempo, también puedes usar a la criatura para realizar una reacción, pero requiere que también utilices tu propia reacción.</p> <p >Cada vez que el objetivo recibe daño, debe hacer una nueva tirada de salvación de Sabiduría contra el conjuro. Si tiene éxito, el conjuro termina.</p> <p ><b>En niveles superiores.</b> Cuando lanzas este conjuro con un espacio de nivel 5, la duración es concentración hasta 10 minutos. Cuando uses uno de nivel 6, la duración es concentración hasta 1 hora. Cuando uses uno de nivel 7 o superior, la duración es concentración hasta 8 horas.</p>|Cuando lanzas este hechizo usando un espacio de conjuros de nivel 5, la duración es concentración, hasta 10 minutos. Cuando usas un espacio de conjuros de nivel 6, la duración es concentración, hasta 1 hora. Cuando usas un espacio de conjuros de nivel 7 o superior, la duración es concentración, hasta 8 horas.|60|1|1|0||0|1|1 acción|5|4|Hasta 1 minuto|4, 6
Dominar monstruo|<p >Intentas embaucar a una criatura que puedas ver dentro del alcance. La criatura debe superar una tirada de salvación de Sabiduría para no quedar hechizada por ti mientras dure el conjuro. Si tú o las criaturas que son amistosas hacia ti estáis luchando contra dicho monstruo, este tiene ventaja en la tirada de salvación.</p> <p >Mientras la criatura está hechizada, tienes un vínculo telepático con ella, siempre y cuando los dos estéis en el mismo plano de existencia. Puedes usar este vínculo telepático para darle órdenes mientras estés consciente (no se requiere acción) y la criatura da lo mejor de sí para obedecerlas. Puedes especificar un curso de acción simple o general, como «ataca a esa criatura», «corre por ahí» o «atrapa ese objeto». Si la criatura cumple la orden y no recibe más por tu parte, se defiende y se protege lo mejor que puede.</p> <p >Puedes usar tu acción para controlar al objetivo de manera total y precisa. Hasta el final de tu siguiente turno, la criatura solo realiza las acciones que elijas y no hace nada que no le permitas hacer. Durante este tiempo, también puedes usar a la criatura para realizar una reacción, pero requiere que también utilices tu propia reacción.</p> <p >Cada vez que el objetivo recibe daño, debe hacer una nueva tirada de salvación de Sabiduría contra el conjuro. Si tiene éxito, el conjuro termina.</p>|<p >Cuando lanzas este conjuro con un espacio de conjuro de nivel 9 o superior, la duración es concentración hasta 8 horas.</p>|60|1|1|0||0|1|1 acción|5|8|Hasta 1 hora|1, 2, 6, 7
Dominar persona|<p >Intentas embaucar a un humanoide que puedas ver dentro del alcance. El objetivo debe superar una tirada de salvación de Sabiduría para no quedar hechizado por ti mientras dure el conjuro. Si tú o las criaturas que son amistosas hacia ti estáis luchando contra él, este tiene ventaja en la tirada de salvación.</p> <p >Mientras el objetivo está hechizado, tienes un vínculo telepático con él siempre y cuando los dos estéis en el mismo plano de existencia. Puedes usar este vínculo telepático para darle órdenes mientras estés consciente (no se requiere acción) y la bestia da lo mejor de sí para obedecerlas. Puedes especificar un curso de acción simple o general, como «ataca a esa criatura», «corre por ahí» o «atrapa ese objeto». Si la criatura cumple la orden y no recibe más por tu parte, se defiende y se protege lo mejor que puede.</p> <p >Puedes usar tu acción para controlar al objetivo de manera total y precisa. Hasta el final de tu siguiente turno, este solo realiza las acciones que elijas y no hace nada que no le permitas hacer. Durante este tiempo, también puedes usar a la criatura para realizar una reacción, pero requiere que también utilices tu propia reacción.</p> <p >Cada vez que el objetivo recibe daño, debe hacer una nueva tirada de salvación de Sabiduría contra el conjuro. Si tiene éxito, el conjuro termina.</p>|<p >Cuando lanzas este conjuro con un espacio de nivel 6, la duración es concentración hasta 10 minutos. Cuando uses uno de nivel 7, la duración es concentración hasta 1 hora. Cuando uses uno de nivel 8 o superior, la duración es concentración hasta 8 horas.</p>|60|1|1|0||0|1|1 acción|5|5|Hasta 1 minuto|1, 6, 7
Don de lenguas|<p >Este conjuro le concede a la criatura que tocas la capacidad de entender cualquier lengua hablada que escuche. Además, cuando el objetivo habla, cualquier criatura que conozca al menos una lengua y que pueda oírlo entiende lo que dice.</p>||1|1|0|1|un pequeño modelo de arcilla de un zigurat|0|0|1 acción|8|3|1 hora|1, 2, 3, 6, 7
Dormir|<p >Este conjuro sume a las criaturas en un sueño ligero. Tira 5d8: el resultado es el número de puntos de golpe de criaturas a los que puede afectar este conjuro. Las criaturas que se encuentren a 20 pies o menos de un punto que elijas dentro del alcance se ven afectadas en orden ascendente de sus puntos de golpe (ignorando a las criaturas inconscientes).</p> <p >Empezando por la criatura que tenga el menor número de puntos de golpe actuales, cada criatura afectada por este conjuro cae inconsciente hasta que el conjuro termina, hasta que reciba daño o hasta que alguien la zarandee para que se despierte. Resta los puntos de golpe de cada criatura al total antes de pasar a la siguiente criatura con menos puntos de golpe. Los puntos de golpe de una criatura deben ser iguales o menores que el total que quede para que esa criatura resulte afectada.</p> <p >Los no muertos y las criaturas inmunes a ser hechizadas no se ven afectados por este conjuro.</p>|<p > Cuando lanzas este conjuro usando un espacio de conjuro de nivel 2 o superior, tira 2d8 adicionales por cada nivel por encima de 1.</p>|90|1|1|1|una pizca de sal fina, pétalos de rosa, o un grillo|0|0|1 acción|5|1|1 minuto|1, 6, 7
Dotar de consciencia|<p >Después de dedicar el tiempo de lanzamiento a trazar senderos mágicos en una piedra preciosa, tocas a una bestia o planta de tamaño Enorme o menor. El objetivo debe tener una puntuación de Inteligencia de 3 o menos o directamente no tener Inteligencia. El objetivo consigue Inteligencia 10 y la capacidad de hablar un idioma que conozcas. Si el objetivo es una planta, consigue la capacidad de mover sus ramas, raíces, vides, enredaderas, etcétera, y recibe sentidos similares a los humanos. El director de juego elige las estadísticas apropiadas para la enredadera o el árbol consciente.</p> <p >La bestia o planta consciente está hechizada durante 30 días o hasta que tú o tus compañeros hagáis algo para dañarla. Cuando termine el estado hechizado, la criatura consciente elige si sigue siendo amistosa hacia ti, de acuerdo a cómo la hayas tratado mientras estaba encantada.</p>||1|1|1|1|un ágata valorada en al menos 1.000 po, que el conjuro consume|0|0|8 horas|7|5|Instantáneo|1, 4
Elaborar|<p >Conviertes materia prima en productos del mismo material. Por ejemplo, puedes fabricar un puente de madera con unos cuantos árboles, una cuerda con un trozo de cáñamo y ropas con lino o lana. Elige materias primas que puedas ver dentro del alcance. Puedes fabricar un objeto de tamaño Grande o más pequeño (que entre en un cubo de 10 pies o en 8 cubos de 5 pies conectados) si tienes la cantidad de materia prima suficiente. Si trabajas con metal, piedra u otra sustancia mineral, sin embargo, el objeto fabricado no puede ser de un tamaño superior a Mediano (contenido en un único cubo de 5 pies). La calidad de los objetos que elabora el conjuro es proporcional a la calidad de las materias primas.</p> <p >No se pueden crear ni transmutar criaturas u objetos mágicos con este conjuro. Tampoco puedes usarlo para crear objetos que normalmente requieren un nivel alto de artesanía, como joyas, armas, cristales o armadura, a menos que tengas competencia con el tipo de herramientas de artesano que se usan para elaborar tales objetos.</p>||120|1|1|0||0|1|10 minutos|7|4|Instantáneo|7
Encontrar familiar|<p >Consigues el servicio de un familiar, un espíritu con la forma animal que elijas: araña, búho, cangrejo, caballito de mar, comadreja, cuervo, gato, halcón, lagarto, murciélago, pulpo, pez (piraña), rata, rana (sapo) o serpiente venenosa. El familiar aparece en un lugar sin ocupar dentro del alcance y tiene las estadísticas de la forma elegida, aunque sea un celestial, una fata o un infernal (según decidas) en lugar de una bestia.</p> <p >El familiar actúa de manera independiente, pero siempre obedece tus órdenes. En combate, tira su propia iniciativa y tiene sus propios turnos. No puede atacar, pero puede realizar otras acciones con normalidad. Cuando sus puntos de golpe se reducen a 0, desaparece sin dejar ninguna forma física tras de sí. Aparece de nuevo cuando vuelvas a lanzar este conjuro.</p> <p >Mientras el familiar esté a 100 pies de ti o menos, puedes comunicarte con él telepáticamente. Además, como acción, puedes ver a través de sus ojos y escuchar a través de sus oídos hasta el principio de tu siguiente turno, lo que hace que consigas los beneficios de los sentidos especiales que tenga el familiar. Durante este tiempo, estás sordo y ciego respecto a tus propios sentidos.</p> <p >Como acción, puedes desconvocar temporalmente al familiar. Desparece en una dimensión de bolsillo, donde espera hasta que lo convocas. Como acción, puedes hacer que reaparezca en un lugar sin ocupar a 30 pies de ti o menos. También puedes desconvocarlo para siempre.</p> <p >No puedes tener más de un familiar a la vez. Si lanzas este conjuro mientras ya tienes un familiar, haces que adopte una nueva forma. Elige una de las formas de la lista anterior y el familiar se transformará en la criatura elegida.</p> <p >Finalmente, cuando lanzas un conjuro con un alcance de toque, el familiar puede transmitirlo como si lo lanzara él. El familiar debe estar a 100 pies de ti o menos y usar su reacción. Si el conjuro requiere hacer una tirada de ataque, usas tu modificador de ataque.</p>||10|1|1|1|carboncillo, incienso, y hierbas por valor de 10 po que deben ser consumidos en el fuego de un brasero de latón|1|0|1 hora|1|1|Instantáneo|7
Encontrar la senda|<p >Este conjuro te permite encontrar la ruta física más corta y directa hacia una localización física específica con la que estés familiarizado y que se encuentre en el mismo plano de existencia que tú. Si nombras un destino de otro plano de existencia, un destino que se mueve (como una fortaleza móvil) o un destino inespecífico (como la guarida de un dragón verde), el conjuro falla.</p> <p >Mientras dura el conjuro, siempre y cuando estés en el mismo plano de existencia que el destino, sabes lo lejos que está y en qué dirección se encuentra. Mientras viajas allí, cuando se te presenta una elección de sendas a lo largo del camino, sabes de manera automática cuál es la ruta más corta y directa hacia el destino (pero no necesariamente la más segura).</p>||0|1|1|1|un juego de herramientas de adivinación, como hueso, palillos de marfil, cartas, dientes, runas talladas, por un valor de 100 po y un objeto del lugar que deseas encontrar|0|1|1 minuto|8|6|Hasta 1 dia|1,3,4
Encontrar montura|<p >Convocas a un espíritu con la forma de una montura excepcionalmente inteligente, fuerte y leal, y creas un vínculo duradero con ella. Cuando aparece en un lugar sin ocupar dentro del alcance, la montura adopta la forma que elijas: un caballo de guerra, un poni, un camello, un alce o un mastín (el director de juego podría permitirte que convocaras a otros animales como monturas). La montura tiene las estadísticas de la forma elegida, aunque sea un celestial, una fata o un infernal (según elijas). Además, si tiene Inteligencia 5 o menos, su Inteligencia sube a 6 y consigue la capacidad de entender un idioma que hables de tu elección. Mientras tu montura está a 1 milla o menos de ti, puedes comunicarte con ella telepáticamente.</p> <p >Este animal te sirve como montura, tanto en combate como fuera de él, y tenéis un vínculo instintivo que os permite luchar como una única unidad. Mientras estás montado en tu montura, puedes lanzar cualquier conjuro con alcance personal sobre ella.</p> <p >Cuando sus puntos de golpe se reduzcan a 0, desaparece sin dejar tras de sí ninguna forma física. También puedes desconvocarla en cualquier momento como acción, lo que hace que desaparezca. En ambos casos, lanzar este conjuro otra vez convoca a la misma montura, con su máximo de puntos de golpe restaurado.</p> <p >No puedes tener más de una montura vinculada a ti mediante este conjuro a la vez. Como acción, puedes liberar a la montura de su vínculo en cualquier momento, lo que hace que desaparezca.</p>||30|1|1|0||0|0|10 minutos|1|2|Instantáneo|8
Encontrar trampas|<p >Sientes la presencia de cualquier trampa dentro del alcance y que esté en tu línea de visión. Una trampa, a efectos de este conjuro, es cualquier cosa que podría provocar un efecto repentino o inesperado que consideras dañino o indeseable preparada intencionalmente por su creador. Por ejemplo, el conjuro sentiría un área afectada por el conjuro <i>Alarma,</i> <i>Glifo custodio</i> o una trampa mecánica, pero no revelaría un defecto en el suelo, un tejado inestable o un socavón escondido.</p> <p >Este conjuro solamente revela que hay una trampa. No detectas su localización, pero sí la naturaleza del peligro que esta supone.</p>||120|1|1|0||0|0|1 acción|8|2|Instantáneo|3,4,5
Enmarañar|<p >Maleza y enredaderas surgen retorciéndose del suelo en un cuadrado de 20 pies que empieza en un punto de tu elección dentro del alcance. Mientras dura el conjuro, estas plantas convierten el suelo del área en un terreno difícil.</p> <p >Una criatura que se encuentre en el área cuando lanzas el conjuro debe superar una tirada de salvación de Fuerza para no quedar apresada por las enredaderas hasta que el conjuro termine. Una criatura apresada por las plantas puede usar su acción para realizar una prueba de Fuerza enfrentada a la CD&nbsp;de salvación del conjuro. Si tiene éxito, se libera.</p> <p >Cuando el conjuro termina, las plantas conjuradas se marchitan.</p>||90|1|1|0||0|1|1 acción|1|1|Hasta 1 minuto|3
Escalada de araña|<p >Hasta que el conjuro termine, una criatura voluntaria a la que tocas consigue la capacidad de trepar por superficies verticales y techos mientras tenga las manos libres. El objetivo también consigue una velocidad de escalada igual a su velocidad caminando.</p>||1|1|1|1|una gota de betún y una araña|0|1|1 acción|7|2|Hasta 1 hora|2,6,7
Escritura ilusoria|<p >Escribes en un pergamino, papel o algún otro material adecuado para escribir, imbuyéndolo de una potente ilusión que dura mientras lo haga el conjuro. Para ti y para cualquier criatura que designes cuando lanzas el conjuro, la escritura parece normal, de tu puño y letra, y transmite lo que pretendías cuando escribiste el mensaje; para todos los demás, parece como si hubiera sido escrito con una grafía desconocida o mágica que es ininteligible. También puedes hacer que la escritura parezca un mensaje completamente diferente, escrito por otra persona y en otro idioma, aunque debe ser un idioma que conozcas.</p> <p >Cuando el conjuro se desvanece, tanto la escritura original como la ilusoria desaparecen.</p> <p >Una criatura con vista verdadera puede leer el mensaje escondido.</p>||1|0|1|1|una tinta con base de plomo con un valor mínimo de 10 po, que será consumido por el conjuro|1|0|1 minuto|4|1|10 días|1,2,7
Escudo|<p >Una barrera invisible de fuerza mágica te protege. Hasta el principio de tu siguiente turno, tienes un bonificador de +5 a la CA, incluso contra el ataque que lo activa, y no recibes daño del conjuro <i>Proyectil mágico.</i></p>||0|1|1|0||0|0|1 reacción|3|1|1 Asalto|6,7
Escudo de fuego|<p >Unas tenues llamas envuelven tu cuerpo mientras dura el conjuro, emitiendo luz brillante en un radio de 10 pies y luz tenue en 10 pies adicionales. Puedes terminar el conjuro antes usando una acción para disiparlo.</p> <p >Las llamas te proporcionan un escudo cálido o un escudo gélido, según elijas. El escudo cálido te proporciona resistencia al daño por frío y el gélido, al daño por fuego. Además, cuando una criatura que se encuentre a 5 pies o menos de ti te impacta con un ataque cuerpo a cuerpo, el escudo lanza llamas. El atacante recibe 2d8 puntos de daño por fuego del escudo cálido o 2d8 de daño por frío del escudo gélido.</p>||0|1|1|1|un poco de fósforo o una luciérnaga|0|0|1 acción|2|4|10 minutos|7
Escudo de la fe|<p >Un campo brillante rodea a la criatura que elijas dentro del alcance y le concede un bonificador de +2 a la CA mientras dura el conjuro.</p>||60|1|1|1|un pequeño pergamino con un poco de texto sagrado escrito en él|0|1|1 acción adicional|3|1|Hasta 10 minutos|3,8
Escudriñar|"<p >Puedes ver y escuchar a una criatura que elijas y que se encuentre en el mismo plano de existencia que tú. El objetivo debe hacer una tirada de salvación de Sabiduría, la cual está condicionada por lo bien que conoces al objetivo y el tipo de conexión física que tienes con él. Si el objetivo sabe que estás lanzando este conjuro, puede fallar esta tirada de salvación voluntariamente si quiere ser observado.</p> <table cellpadding=""7"" cellspacing=""0"">      <tr>   <td valign=""top"" >    <p><b>Conocimiento</b></td> <td  ><b>Modificador de salvación</b></td> </tr>  <tr>   <td valign=""top"" >    <p>De segunda mano (has oído hablar del objetivo)</td> <td  >+5</td> </tr>  <tr>   <td valign=""top"" >    <p>De primera mano (conoces al objetivo)</td> <td  >+0</td> </tr>  <tr>   <td valign=""top"" >    <p>Familiar (conoces al objetivo muy bien)</td> <td  >–5</td> </tr>  <tr>   <td valign=""top"" >    <p>Conexión</td> <td  >Modificador de salvación</td> </tr>  <tr>   <td valign=""top"" >    <p>Retrato o cuadro</td> <td  >–2</td> </tr>  <tr>   <td valign=""top"" >    <p>Posesión o prenda</td> <td  >–4</td> </tr>  <tr>   <td valign=""top"" >    <p>Parte del cuerpo, mechón de cabello, uñas o similares</td> <td  >–10</td> </tr> </table> <p >Si supera la salvación, el objetivo no queda afectado y no puedes volver a usar este conjuro hasta que no pasen 24 horas.</p> <p >Si falla, el conjuro crea un sensor invisible a 10 pies o menos del objetivo a través del cual puedes ver y escuchar. El sensor de mueve con el objetivo y permanece a 10 pies o menos de él mientras dure el conjuro. Una criatura que pueda ver objetos invisibles ve el sensor como un orbe luminoso más o menos del tamaño de tu puño.</p> <p >En lugar de a la criatura, puedes elegir como objetivo un lugar que hayas visto antes, en cuyo caso el sensor aparece en ese lugar y no se mueve.</p>"||0|1|1|1|un foco con un valor de al menos 1.000 po, tal como una bola de cristal, un espejo de plata o una pila llena de agua bendita|0|1|10 minutos|8|5|Hasta 10 minutos|1,2,3,4,7
